JobID,Title,CurriculumRoleID,CurriculumRoleTitle,CurriculumRoleEN,Company,Province,Salary,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords,ApplyURL
TH-TQF-8.5-018,Quality Assurance & System Tester (นักทดสอบและประกันคุณภาพระบบงาน),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,CJ Express Group (Technology Center),เชียงใหม่,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,test cases; uat; manual testing; selenium basics; postman; sql; jira; system analysis,ออกแบบ Test Scenario และ Test Case จากเอกสารข้อกำหนดความต้องการ (SRS); ดำเนินการทดสอบระบบแบบ Functional Testing และ API Testing ด้วย Postman; บันทึกและติดตามข้อผิดพลาด (Defects/Bugs) บนระบบ Jira; สนับสนุนผู้ใช้งานในการทดสอบระบบรอบสุดท้าย (UAT),test cases; uat; manual testing; selenium basics; postman; sql; jira; system analysis,https://jobs.blognone.com
TH-TQF-8.5-019,System Analyst (นักวิเคราะห์และออกแบบระบบงานสารสนเทศ),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,SCB TechX,ภูเก็ต,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,system analysis; business analysis; uml; use case; dfd; er diagram; database design; sql; requirement gathering; srs; wireframing,รวบรวมและวิเคราะห์ความต้องการทางธุรกิจจากลูกค้า (Requirement Gathering); ออกแบบสถาปัตยกรรมระบบ ฐานข้อมูล และแผนภาพ UML/DFD/ER Diagram; จัดทำเอกสารข้อกำหนดความต้องการระบบ (SRS) สำหรับโปรแกรมเมอร์; ตรวจสอบความถูกต้องของระบบงานก่อนส่งมอบ (UAT),system analysis; business analysis; uml; use case; dfd; er diagram; database design; sql,https://jobs.blognone.com
TH-TQF-8.5-020,Business Analyst - IT Solutions (นักวิเคราะห์ธุรกิจด้านเทคโนโลยี),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,Bitkub Online,กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,business analysis; requirement gathering; user story; wireframing; process mapping; sql; agile; jira; figma,ศึกษาและทำความเข้าใจกระบวนการทำงานทางธุรกิจเพื่อค้นหาจุดที่ควรปรับปรุง; ออกแบบ Business Process Flow และจัดทำ User Story / Use Case; สื่อสารความต้องการทางธุรกิจให้ทีมพัฒนาซอฟต์แวร์เข้าใจตรงกัน; ร่วมทดสอบระบบและประเมินความคุ้มค่าของการลงทุน (ROI),business analysis; requirement gathering; user story; wireframing; process mapping; sql; agile; jira,https://jobs.blognone.com
TH-TQF-8.5-021,Data & Systems Analyst (นักวิเคราะห์ข้อมูลและระบบประยุกต์),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,G-Able Public Company Limited,ปทุมธานี,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,sql; data analysis; system analysis; power bi; tableau; database design; excel; python basics; reporting; requirement gathering,วิเคราะห์และออกแบบโครงสร้างฐานข้อมูลสำหรับการจัดเก็บข้อมูลระบบ; เขียนคำสั่ง SQL เพื่อดึงข้อมูลและจัดทำรายงานแดชบอร์ด (Power BI/Tableau); วิเคราะห์ประสิทธิภาพของกระบวนการทำงานในระบบ; ตรวจสอบความถูกต้องและความสอดคล้องของข้อมูล,sql; data analysis; system analysis; power bi; tableau; database design; excel; python basics,https://jobs.blognone.com
TH-TQF-8.5-022,Junior Functional Consultant (ที่ปรึกษาระบบงานสารสนเทศองค์กร),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,Internet Thailand (INET),ขอนแก่น,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,system analysis; erp basics; sql; business process; requirement gathering; documentation; presentation,วิเคราะห์กระบวนการทำงานของลูกค้าเพื่อกำหนดค่าระบบสารสนเทศองค์กร; จัดทำเอกสาร Functional Specification และคู่มือการทำงาน; ให้คำปรึกษาและจัดอบรมการใช้งานระบบแก่ผู้ใช้; ทดสอบการทำงานของระบบให้สอดคล้องกับระเบียบปฏิบัติ,system analysis; erp basics; sql; business process; requirement gathering; documentation; presentation,https://jobs.blognone.com
TH-TQF-8.5-023,Enterprise Solution Analyst (นักวิเคราะห์โซลูชันระบบระดับองค์กร),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,Wisesight (Thailand),Remote (ทำงานจากที่บ้านทั่วไทย),ตามโครงสร้างองค์กร / ตามประสบการณ์,Mid-Level / มีประสบการณ์ (1-3 ปี),1-3,system architecture; uml; api design; microservices; sql; cloud basics; security basics; srs; system analysis,ออกแบบสถาปัตยกรรมระบบสารสนเทศและการเชื่อมต่อ API ระหว่างระบบ; วิเคราะห์ความปลอดภัยและความสามารถในการรองรับการขยายตัว (Scalability); กำหนดมาตรฐานการออกแบบฐานข้อมูลและบริการเว็บ; ประสานงานกับทีมพัฒนาระบบในการแก้ปัญหาเชิงสถาปัตยกรรม,system architecture; uml; api design; microservices; sql; cloud basics; security basics; srs,https://jobs.blognone.com
TH-TQF-8.5-024,Quality Assurance & System Tester (นักทดสอบและประกันคุณภาพระบบงาน),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,AIS (Advanced Info Service),กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,test cases; uat; manual testing; selenium basics; postman; sql; jira; system analysis,ออกแบบ Test Scenario และ Test Case จากเอกสารข้อกำหนดความต้องการ (SRS); ดำเนินการทดสอบระบบแบบ Functional Testing และ API Testing ด้วย Postman; บันทึกและติดตามข้อผิดพลาด (Defects/Bugs) บนระบบ Jira; สนับสนุนผู้ใช้งานในการทดสอบระบบรอบสุดท้าย (UAT),test cases; uat; manual testing; selenium basics; postman; sql; jira; system analysis,https://jobs.blognone.com
TH-TQF-8.5-025,System Analyst (นักวิเคราะห์และออกแบบระบบงานสารสนเทศ),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,Siam Commercial Bank,สมุทรปราการ,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,system analysis; business analysis; uml; use case; dfd; er diagram; database design; sql; requirement gathering; srs; wireframing,รวบรวมและวิเคราะห์ความต้องการทางธุรกิจจากลูกค้า (Requirement Gathering); ออกแบบสถาปัตยกรรมระบบ ฐานข้อมูล และแผนภาพ UML/DFD/ER Diagram; จัดทำเอกสารข้อกำหนดความต้องการระบบ (SRS) สำหรับโปรแกรมเมอร์; ตรวจสอบความถูกต้องของระบบงานก่อนส่งมอบ (UAT),system analysis; business analysis; uml; use case; dfd; er diagram; database design; sql,https://jobs.blognone.com
TH-TQF-8.5-026,Business Analyst - IT Solutions (นักวิเคราะห์ธุรกิจด้านเทคโนโลยี),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,CJ Express Group (Technology Center),ชลบุรี (EEC),ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,business analysis; requirement gathering; user story; wireframing; process mapping; sql; agile; jira; figma,ศึกษาและทำความเข้าใจกระบวนการทำงานทางธุรกิจเพื่อค้นหาจุดที่ควรปรับปรุง; ออกแบบ Business Process Flow และจัดทำ User Story / Use Case; สื่อสารความต้องการทางธุรกิจให้ทีมพัฒนาซอฟต์แวร์เข้าใจตรงกัน; ร่วมทดสอบระบบและประเมินความคุ้มค่าของการลงทุน (ROI),business analysis; requirement gathering; user story; wireframing; process mapping; sql; agile; jira,https://jobs.blognone.com
TH-TQF-8.5-027,Data & Systems Analyst (นักวิเคราะห์ข้อมูลและระบบประยุกต์),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,SCB TechX,กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,sql; data analysis; system analysis; power bi; tableau; database design; excel; python basics; reporting; dfd,วิเคราะห์และออกแบบโครงสร้างฐานข้อมูลสำหรับการจัดเก็บข้อมูลระบบ; เขียนคำสั่ง SQL เพื่อดึงข้อมูลและจัดทำรายงานแดชบอร์ด (Power BI/Tableau); วิเคราะห์ประสิทธิภาพของกระบวนการทำงานในระบบ; ตรวจสอบความถูกต้องและความสอดคล้องของข้อมูล,sql; data analysis; system analysis; power bi; tableau; database design; excel; python basics,https://jobs.blognone.com
TH-TQF-8.5-028,Junior Functional Consultant (ที่ปรึกษาระบบงานสารสนเทศองค์กร),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,Bitkub Online,นนทบุรี,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,system analysis; erp basics; sql; business process; requirement gathering; documentation; presentation,วิเคราะห์กระบวนการทำงานของลูกค้าเพื่อกำหนดค่าระบบสารสนเทศองค์กร; จัดทำเอกสาร Functional Specification และคู่มือการทำงาน; ให้คำปรึกษาและจัดอบรมการใช้งานระบบแก่ผู้ใช้; ทดสอบการทำงานของระบบให้สอดคล้องกับระเบียบปฏิบัติ,system analysis; erp basics; sql; business process; requirement gathering; documentation; presentation,https://jobs.blognone.com
TH-TQF-8.5-029,Enterprise Solution Analyst (นักวิเคราะห์โซลูชันระบบระดับองค์กร),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,G-Able Public Company Limited,เชียงใหม่,ตามโครงสร้างองค์กร / ตามประสบการณ์,Mid-Level / มีประสบการณ์ (1-3 ปี),1-3,system architecture; uml; api design; microservices; sql; cloud basics; security basics; srs; requirement gathering,ออกแบบสถาปัตยกรรมระบบสารสนเทศและการเชื่อมต่อ API ระหว่างระบบ; วิเคราะห์ความปลอดภัยและความสามารถในการรองรับการขยายตัว (Scalability); กำหนดมาตรฐานการออกแบบฐานข้อมูลและบริการเว็บ; ประสานงานกับทีมพัฒนาระบบในการแก้ปัญหาเชิงสถาปัตยกรรม,system architecture; uml; api design; microservices; sql; cloud basics; security basics; srs,https://jobs.blognone.com
TH-TQF-8.5-030,Quality Assurance & System Tester (นักทดสอบและประกันคุณภาพระบบงาน),8.5,นักวิเคราะห์และออกแบบระบบงาน,System Analyst / Business Analyst,Internet Thailand (INET),ภูเก็ต,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,test cases; uat; manual testing; selenium basics; postman; sql; jira; system analysis,ออกแบบ Test Scenario และ Test Case จากเอกสารข้อกำหนดความต้องการ (SRS); ดำเนินการทดสอบระบบแบบ Functional Testing และ API Testing ด้วย Postman; บันทึกและติดตามข้อผิดพลาด (Defects/Bugs) บนระบบ Jira; สนับสนุนผู้ใช้งานในการทดสอบระบบรอบสุดท้าย (UAT),test cases; uat; manual testing; selenium basics; postman; sql; jira; system analysis,https://jobs.blognone.com
TH-TQF-8.6-001,Junior Software Engineer (นักพัฒนาซอฟต์แวร์และแอปพลิเคชัน),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,Bangkok Bank (IT Division),ขอนแก่น,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,python; java; c#; .net; javascript; react; node.js; sql; rest api; git; oop; unit testing; typescript,เขียนโค้ดพัฒนาเว็บแอปพลิเคชันและระบบประมวลผลฝั่งเซิร์ฟเวอร์; ออกแบบและเชื่อมต่อฐานข้อมูล SQL/NoSQL ผ่าน RESTful API; ร่วมทำ Code Review และเขียนชุดทดสอบ Unit Testing; ประยุกต์ใช้หลักการ OOP และ Clean Architecture,python; java; c#; .net; javascript; react; node.js; sql,https://jobs.blognone.com
TH-TQF-8.6-002,Full Stack Developer (นักพัฒนาเว็บแอปพลิเคชันแบบฟูลสแต็ก),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,CP All (IT Division),Remote (ทำงานจากที่บ้านทั่วไทย),ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,react; node.js; typescript; javascript; postgresql; docker; git; tailwind; rest api; html5; css3,พัฒนาส่วนติดต่อผู้ใช้ (Frontend) และระบบบริการหลังบ้าน (Backend); ออกแบบและพัฒนา REST API และเชื่อมต่อฐานข้อมูล PostgreSQL; ติดตั้งและทดสอบระบบบนคอนเทนเนอร์ Docker; แก้ไขข้อผิดพลาดและปรับปรุงความเร็วของระบบ,react; node.js; typescript; javascript; postgresql; docker; git; tailwind,https://jobs.blognone.com
TH-TQF-8.6-003,.NET / C# Developer (นักพัฒนาซอฟต์แวร์ภาษา C# และ .NET),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,บริษัท ซอฟต์แวร์เฮาส์ชั้นนำในไทย,กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,c#; .net; asp.net core; sql server; entity framework; rest api; git; oop; linq; typescript,พัฒนาและบำรุงรักษาเว็บแอปพลิเคชันระบบองค์กรด้วย ASP.NET Core; ออกแบบฐานข้อมูล SQL Server และจัดการข้อมูลผ่าน Entity Framework; เขียนโค้ดตามมาตรฐาน OOP และ Design Patterns สากล; ร่วมวางแผนและประเมินเวลาการพัฒนาฟีเจอร์ใหม่,c#; .net; asp.net core; sql server; entity framework; rest api; git; oop,https://jobs.blognone.com
TH-TQF-8.6-004,Python Backend Developer (นักพัฒนาเว็บเซอร์วิสภาษา Python),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,True Digital Group,สมุทรปราการ,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,python; fastapi; django; postgresql; redis; docker; git; rest api; unit testing,พัฒนา RESTful API ประสิทธิภาพสูงด้วย FastAPI หรือ Django; เชื่อมต่อและจัดการแคชข้อมูลด้วย Redis และฐานข้อมูล PostgreSQL; เขียนสคริปต์ประมวลผลข้อมูลอัตโนมัติและจัดทำระบบคิว; ดูแลและปรับปรุงประสิทธิภาพของเซิร์ฟเวอร์,python; fastapi; django; postgresql; redis; docker; git; rest api,https://jobs.blognone.com
TH-TQF-8.6-005,Mobile Application Developer (นักพัฒนาแอปพลิเคชันบนมือถือ),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,PTT Digital Solutions,ชลบุรี (EEC),ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,flutter; dart; react native; rest api; git; state management; mobile ui; firebase; c#,พัฒนาแอปพลิเคชันบนระบบ iOS และ Android ด้วยเฟรมเวิร์ก Flutter; เชื่อมต่อข้อมูลกับระบบหลังบ้านผ่าน REST API และ Firebase; ออกแบบและพัฒนาหน้าจอตามมาตรฐาน Mobile UX/UI; ทดสอบแอปพลิเคชันบนอุปกรณ์จริงและส่งขึ้น Store,flutter; dart; react native; rest api; git; state management; mobile ui; firebase,https://jobs.blognone.com
TH-TQF-8.6-006,Java / Spring Boot Developer (นักพัฒนาซอฟต์แวร์ระดับองค์กร),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,PromptNow Company Limited,กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,java; spring boot; sql; hibernate; microservices; docker; git; rest api; junit,พัฒนาไมโครเซอร์วิสและเว็บแอปพลิเคชันด้วย Java และ Spring Boot; ออกแบบและจัดการฐานข้อมูลความจุสูงด้วย MySQL/Oracle; เขียนชุดทดสอบ JUnit เพื่อควบคุมคุณภาพของซอฟต์แวร์; ร่วมออกแบบสถาปัตยกรรม Microservices กับทีมวิศวกร,java; spring boot; sql; hibernate; microservices; docker; git; rest api,https://jobs.blognone.com
TH-TQF-8.6-007,Junior Software Engineer (นักพัฒนาซอฟต์แวร์และแอปพลิเคชัน),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,ReadyPlanet Public Company Limited,นนทบุรี,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,python; java; c#; .net; javascript; react; node.js; sql; rest api; git; oop; unit testing; typescript,เขียนโค้ดพัฒนาเว็บแอปพลิเคชันและระบบประมวลผลฝั่งเซิร์ฟเวอร์; ออกแบบและเชื่อมต่อฐานข้อมูล SQL/NoSQL ผ่าน RESTful API; ร่วมทำ Code Review และเขียนชุดทดสอบ Unit Testing; ประยุกต์ใช้หลักการ OOP และ Clean Architecture,python; java; c#; .net; javascript; react; node.js; sql,https://jobs.blognone.com
TH-TQF-8.6-008,Full Stack Developer (นักพัฒนาเว็บแอปพลิเคชันแบบฟูลสแต็ก),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,Agoda Services (Bangkok),เชียงใหม่,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,react; node.js; typescript; javascript; postgresql; docker; git; tailwind; rest api; html5; css3,พัฒนาส่วนติดต่อผู้ใช้ (Frontend) และระบบบริการหลังบ้าน (Backend); ออกแบบและพัฒนา REST API และเชื่อมต่อฐานข้อมูล PostgreSQL; ติดตั้งและทดสอบระบบบนคอนเทนเนอร์ Docker; แก้ไขข้อผิดพลาดและปรับปรุงความเร็วของระบบ,react; node.js; typescript; javascript; postgresql; docker; git; tailwind,https://jobs.blognone.com
TH-TQF-8.6-009,.NET / C# Developer (นักพัฒนาซอฟต์แวร์ภาษา C# และ .NET),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,Bangkok Bank (IT Division),ภูเก็ต,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,c#; .net; asp.net core; sql server; entity framework; rest api; git; oop; linq; python,พัฒนาและบำรุงรักษาเว็บแอปพลิเคชันระบบองค์กรด้วย ASP.NET Core; ออกแบบฐานข้อมูล SQL Server และจัดการข้อมูลผ่าน Entity Framework; เขียนโค้ดตามมาตรฐาน OOP และ Design Patterns สากล; ร่วมวางแผนและประเมินเวลาการพัฒนาฟีเจอร์ใหม่,c#; .net; asp.net core; sql server; entity framework; rest api; git; oop,https://jobs.blognone.com
TH-TQF-8.6-010,Python Backend Developer (นักพัฒนาเว็บเซอร์วิสภาษา Python),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,CP All (IT Division),กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,python; fastapi; django; postgresql; redis; docker; git; rest api; unit testing,พัฒนา RESTful API ประสิทธิภาพสูงด้วย FastAPI หรือ Django; เชื่อมต่อและจัดการแคชข้อมูลด้วย Redis และฐานข้อมูล PostgreSQL; เขียนสคริปต์ประมวลผลข้อมูลอัตโนมัติและจัดทำระบบคิว; ดูแลและปรับปรุงประสิทธิภาพของเซิร์ฟเวอร์,python; fastapi; django; postgresql; redis; docker; git; rest api,https://jobs.blognone.com
TH-TQF-8.6-011,Mobile Application Developer (นักพัฒนาแอปพลิเคชันบนมือถือ),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,บริษัท ซอฟต์แวร์เฮาส์ชั้นนำในไทย,ปทุมธานี,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,flutter; dart; react native; rest api; git; state management; mobile ui; firebase; sql,พัฒนาแอปพลิเคชันบนระบบ iOS และ Android ด้วยเฟรมเวิร์ก Flutter; เชื่อมต่อข้อมูลกับระบบหลังบ้านผ่าน REST API และ Firebase; ออกแบบและพัฒนาหน้าจอตามมาตรฐาน Mobile UX/UI; ทดสอบแอปพลิเคชันบนอุปกรณ์จริงและส่งขึ้น Store,flutter; dart; react native; rest api; git; state management; mobile ui; firebase,https://jobs.blognone.com
TH-TQF-8.6-012,Java / Spring Boot Developer (นักพัฒนาซอฟต์แวร์ระดับองค์กร),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,True Digital Group,ขอนแก่น,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,java; spring boot; sql; hibernate; microservices; docker; git; rest api; junit,พัฒนาไมโครเซอร์วิสและเว็บแอปพลิเคชันด้วย Java และ Spring Boot; ออกแบบและจัดการฐานข้อมูลความจุสูงด้วย MySQL/Oracle; เขียนชุดทดสอบ JUnit เพื่อควบคุมคุณภาพของซอฟต์แวร์; ร่วมออกแบบสถาปัตยกรรม Microservices กับทีมวิศวกร,java; spring boot; sql; hibernate; microservices; docker; git; rest api,https://jobs.blognone.com
TH-TQF-8.6-013,Junior Software Engineer (นักพัฒนาซอฟต์แวร์และแอปพลิเคชัน),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,PTT Digital Solutions,Remote (ทำงานจากที่บ้านทั่วไทย),ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,python; java; c#; .net; javascript; react; node.js; sql; rest api; git; oop; unit testing; docker,เขียนโค้ดพัฒนาเว็บแอปพลิเคชันและระบบประมวลผลฝั่งเซิร์ฟเวอร์; ออกแบบและเชื่อมต่อฐานข้อมูล SQL/NoSQL ผ่าน RESTful API; ร่วมทำ Code Review และเขียนชุดทดสอบ Unit Testing; ประยุกต์ใช้หลักการ OOP และ Clean Architecture,python; java; c#; .net; javascript; react; node.js; sql,https://jobs.blognone.com
TH-TQF-8.6-014,Full Stack Developer (นักพัฒนาเว็บแอปพลิเคชันแบบฟูลสแต็ก),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,PromptNow Company Limited,กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,react; node.js; typescript; javascript; postgresql; docker; git; tailwind; rest api; html5; css3,พัฒนาส่วนติดต่อผู้ใช้ (Frontend) และระบบบริการหลังบ้าน (Backend); ออกแบบและพัฒนา REST API และเชื่อมต่อฐานข้อมูล PostgreSQL; ติดตั้งและทดสอบระบบบนคอนเทนเนอร์ Docker; แก้ไขข้อผิดพลาดและปรับปรุงความเร็วของระบบ,react; node.js; typescript; javascript; postgresql; docker; git; tailwind,https://jobs.blognone.com
TH-TQF-8.6-015,.NET / C# Developer (นักพัฒนาซอฟต์แวร์ภาษา C# และ .NET),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,ReadyPlanet Public Company Limited,สมุทรปราการ,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,c#; .net; asp.net core; sql server; entity framework; rest api; git; oop; linq; typescript,พัฒนาและบำรุงรักษาเว็บแอปพลิเคชันระบบองค์กรด้วย ASP.NET Core; ออกแบบฐานข้อมูล SQL Server และจัดการข้อมูลผ่าน Entity Framework; เขียนโค้ดตามมาตรฐาน OOP และ Design Patterns สากล; ร่วมวางแผนและประเมินเวลาการพัฒนาฟีเจอร์ใหม่,c#; .net; asp.net core; sql server; entity framework; rest api; git; oop,https://jobs.blognone.com
TH-TQF-8.6-016,Python Backend Developer (นักพัฒนาเว็บเซอร์วิสภาษา Python),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,Agoda Services (Bangkok),ชลบุรี (EEC),ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,python; fastapi; django; postgresql; redis; docker; git; rest api; unit testing,พัฒนา RESTful API ประสิทธิภาพสูงด้วย FastAPI หรือ Django; เชื่อมต่อและจัดการแคชข้อมูลด้วย Redis และฐานข้อมูล PostgreSQL; เขียนสคริปต์ประมวลผลข้อมูลอัตโนมัติและจัดทำระบบคิว; ดูแลและปรับปรุงประสิทธิภาพของเซิร์ฟเวอร์,python; fastapi; django; postgresql; redis; docker; git; rest api,https://jobs.blognone.com
TH-TQF-8.6-017,Mobile Application Developer (นักพัฒนาแอปพลิเคชันบนมือถือ),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,Bangkok Bank (IT Division),กรุงเทพมหานคร,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,flutter; dart; react native; rest api; git; state management; mobile ui; firebase; c#,พัฒนาแอปพลิเคชันบนระบบ iOS และ Android ด้วยเฟรมเวิร์ก Flutter; เชื่อมต่อข้อมูลกับระบบหลังบ้านผ่าน REST API และ Firebase; ออกแบบและพัฒนาหน้าจอตามมาตรฐาน Mobile UX/UI; ทดสอบแอปพลิเคชันบนอุปกรณ์จริงและส่งขึ้น Store,flutter; dart; react native; rest api; git; state management; mobile ui; firebase,https://jobs.blognone.com
TH-TQF-8.6-018,Java / Spring Boot Developer (นักพัฒนาซอฟต์แวร์ระดับองค์กร),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,CP All (IT Division),นนทบุรี,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,java; spring boot; sql; hibernate; microservices; docker; git; rest api; junit,พัฒนาไมโครเซอร์วิสและเว็บแอปพลิเคชันด้วย Java และ Spring Boot; ออกแบบและจัดการฐานข้อมูลความจุสูงด้วย MySQL/Oracle; เขียนชุดทดสอบ JUnit เพื่อควบคุมคุณภาพของซอฟต์แวร์; ร่วมออกแบบสถาปัตยกรรม Microservices กับทีมวิศวกร,java; spring boot; sql; hibernate; microservices; docker; git; rest api,https://jobs.blognone.com
TH-TQF-8.6-019,Junior Software Engineer (นักพัฒนาซอฟต์แวร์และแอปพลิเคชัน),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,บริษัท ซอฟต์แวร์เฮาส์ชั้นนำในไทย,เชียงใหม่,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-1 ปี),0-1,python; java; c#; .net; javascript; react; node.js; sql; rest api; git; oop; unit testing; typescript,เขียนโค้ดพัฒนาเว็บแอปพลิเคชันและระบบประมวลผลฝั่งเซิร์ฟเวอร์; ออกแบบและเชื่อมต่อฐานข้อมูล SQL/NoSQL ผ่าน RESTful API; ร่วมทำ Code Review และเขียนชุดทดสอบ Unit Testing; ประยุกต์ใช้หลักการ OOP และ Clean Architecture,python; java; c#; .net; javascript; react; node.js; sql,https://jobs.blognone.com
TH-TQF-8.6-020,Full Stack Developer (นักพัฒนาเว็บแอปพลิเคชันแบบฟูลสแต็ก),8.6,นักพัฒนาซอฟต์แวร์,Software Developer / Engineer,True Digital Group,ภูเก็ต,ตามโครงสร้างองค์กร / ตามประสบการณ์,Entry-Level / เด็กจบใหม่ (0-2 ปี),0-2,react; node.js; typescript; javascript; postgresql; docker; git; tailwind; rest api; html5; css3,พัฒนาส่วนติดต่อผู้ใช้ (Frontend) และระบบบริการหลังบ้าน (Backend); ออกแบบและพัฒนา REST API และเชื่อมต่อฐานข้อมูล PostgreSQL; ติดตั้งและทดสอบระบบบนคอนเทนเนอร์ Docker; แก้ไขข้อผิดพลาดและปรับปรุงความเร็วของระบบ,react; node.js; typescript; javascript; postgresql; docker; git; tailwind,https://jobs.blognone.com
